Timestamp	Recipient	Recipient Handle	Sender	Sender Handle	Direction	Duration	Donated by Siri	Application Bundle ID	Application UUID	Domain ID	Verb ID	Intents ID	Intents UUID
2022-01-19 21:38:19	Owner	Owner	Owner	+19734468551	Incoming	Not Answered or Missed	No	com.apple.InCallService	AF7F6F36-F51C-4FA4-B3BE-FD9B5AE548F3	Calls	StartCall	3	2B605401-ABE5-459A-9BF8-753F8051B154
